Satimo 1 - SG24-ATL2989S     400-6000 Mhz,,,,,,,,,SG24-ATL2989S,400-10000 Mhz,,,SH600 Horn used to create a new passive calibration file: Measurement time about 2.5 hours.,,,,,,
Yearly Reference Dipole Measurements -  (Limits: +/- .5 dB of the Average of the previous 4 measurements),,,,,,,,,Satimo 1,,,, ,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Dipoles,Reference Data,Date,,, ,,,,,
,,,,,,,,,SD665,NIST,3/12/26,,,,,,,,
,,,,,,,,,Frequency,Efficiency,Efficiency,,,,,,,,
,,,,,,,,,(Mhz),(dB),(dB),,,,,,,,
,,,,,,,,,2790,-0.33,-0.46,,,,,,,,
,,,,,,,,,2795,-0.32,-0.53,,,,,,,,
,,,,,,,,,2800,-0.33,-0.47,,,,,,,,
,,,,,,,,,2805,-0.42,-0.5,,,,,,,,
,,,,,,,,,2810,-0.45,-0.5,,,,,,,,
,,,,,,,,,2815,-0.39,-0.52,,,,,,,,
,,,,,,,,,2820,-0.52,-0.49,,,,,,,,
,,,,,,,,,2825,-0.52,-0.46,,,,,,,,
,,,,,,,,,2830,-0.51,-0.43,,,,,,,,
,,,,,,,,,2835,-0.49,-0.51,,,,,,,,
,,,,,,,,,2840,-0.43,-0.41,,,,,,,,
,,,,,,,,,2845,-0.32,-0.36,,,,,,,,
,,,,,,,,,2850,-0.33,-0.41,,,,,,,,
,,,,,,,,,2855,-0.31,-0.42,,,,,,,,
,,,,,,,,,2860,-0.27,-0.49,,,,,,,,
,,,,,,,,,2865,-0.36,-0.52,,,,,,,,
,,,,,,,,,2870,-0.34,-0.55,,,,,,,,
,,,,,,,,,2875,-0.33,-0.54,,,,,,,,
,,,,,,,,,2880,-0.4,-0.64,,,,,,,,
,,,,,,,,,2885,-0.4,-0.61,,,,,,,,
,,,,,,,,,2890,-0.43,-0.67,,,,,,,,
,,,,,,,,,2895,-0.56,-0.62,,,,,,,,
,,,,,,,,,2900,-0.61,-0.64,,,,,,,,
,,,,,,,,,2905,-0.53,-0.53,,,,,,,,
,,,,,,,,,2910,-0.65,-0.6,,,,,,,,
,,,,,,,,,2915,-0.62,-0.58,,,,,,,,
,,,,,,,,,2920,-0.63,-0.6,,,,,,,,
,,,,,,,,,2925,-0.67,-0.52,,,,,,,,
,,,,,,,,,2930,-0.67,-0.6,,,,,,,,
,,,,,,,,,2935,-0.56,-0.55,,,,,,,,
,,,,,,,,,2940,-0.58,-0.56,,,,,,,,
,,,,,,,,,2945,-0.51,-0.51,,,,,,,,
,,,,,,,,,2950,-0.46,-0.65,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,SD5150,NIST,3/12/26,,,,,,,,
,,,,,,,,,Frequency,Efficiency,Efficiency,,,,,,,,
,,,,,,,,,(Mhz),(dB),(dB),,,,,,,,
,,,,,,,,,4900,-0.46,-0.39,,,,,,,,
,,,,,,,,,4905,-0.39,-0.37,,,,,,,,
,,,,,,,,,4910,-0.36,-0.36,,,,,,,,
,,,,,,,,,4915,-0.42,-0.35,,,,,,,,
,,,,,,,,,4920,-0.43,-0.37,,,,,,,,
,,,,,,,,,4925,-0.4,-0.42,,,,,,,,
,,,,,,,,,4930,-0.33,-0.37,,,,,,,,
,,,,,,,,,4935,-0.28,-0.48,,,,,,,,
,,,,,,,,,4940,-0.33,-0.45,,,,,,,,
,,,,,,,,,4945,-0.41,-0.45,,,,,,,,
,,,,,,,,,4950,-0.42,-0.5,,,,,,,,
,,,,,,,,,4955,-0.39,-0.5,,,,,,,,
,,,,,,,,,4960,-0.37,-0.5,,,,,,,,
,,,,,,,,,4965,-0.48,-0.52,,,,,,,,
,,,,,,,,,4970,-0.47,-0.42,,,,,,,,
,,,,,,,,,4975,-0.4,-0.42,,,,,,,,
,,,,,,,,,4980,-0.43,-0.39,,,,,,,,
,,,,,,,,,4985,-0.53,-0.38,,,,,,,,
,,,,,,,,,4990,-0.44,-0.41,,,,,,,,
,,,,,,,,,4995,-0.34,-0.45,,,,,,,,
,,,,,,,,,5000,-0.33,-0.46,,,,,,,,
,,,,,,,,,5005,-0.33,-0.49,,,,,,,,
,,,,,,,,,5010,-0.38,-0.47,,,,,,,,
,,,,,,,,,5015,-0.42,-0.46,,,,,,,,
,,,,,,,,,5020,-0.34,-0.48,,,,,,,,
,,,,,,,,,5025,-0.27,-0.48,,,,,,,,
,,,,,,,,,5030,-0.31,-0.5,,,,,,,,
,,,,,,,,,5035,-0.34,-0.52,,,,,,,,
,,,,,,,,,5040,-0.3,-0.5,,,,,,,,
,,,,,,,,,5045,-0.33,-0.48,,,,,,,,
,,,,,,,,,5050,-0.37,-0.5,,,,,,,,
,,,,,,,,,5055,-0.39,-0.44,,,,,,,,
,,,,,,,,,5060,-0.39,-0.41,,,,,,,,
,,,,,,,,,5065,-0.35,-0.41,,,,,,,,
,,,,,,,,,5070,-0.38,-0.4,,,,,,,,
,,,,,,,,,5075,-0.43,-0.39,,,,,,,,
,,,,,,,,,5080,-0.41,-0.4,,,,,,,,
,,,,,,,,,5085,-0.26,-0.41,,,,,,,,
,,,,,,,,,5090,-0.26,-0.45,,,,,,,,
,,,,,,,,,5095,-0.27,-0.46,,,,,,,,
,,,,,,,,,5100,-0.26,-0.46,,,,,,,,
,,,,,,,,,5105,-0.27,-0.45,,,,,,,,
,,,,,,,,,5110,-0.22,-0.4,,,,,,,,
,,,,,,,,,5115,-0.17,-0.34,,,,,,,,
,,,,,,,,,5120,-0.22,-0.41,,,,,,,,
,,,,,,,,,5125,-0.23,-0.4,,,,,,,,
,,,,,,,,,5130,-0.16,-0.4,,,,,,,,
,,,,,,,,,5135,-0.18,-0.4,,,,,,,,
,,,,,,,,,5140,-0.29,-0.42,,,,,,,,
,,,,,,,,,5145,-0.33,-0.41,,,,,,,,
,,,,,,,,,5150,-0.28,-0.38,,,,,,,,
,,,,,,,,,5155,-0.31,-0.31,,,,,,,,
,,,,,,,,,5160,-0.36,-0.36,,,,,,,,
,,,,,,,,,5165,-0.36,-0.37,,,,,,,,
,,,,,,,,,5170,-0.35,-0.35,,,,,,,,
,,,,,,,,,5175,-0.31,-0.35,,,,,,,,
,,,,,,,,,5180,-0.3,-0.36,,,,,,,,
,,,,,,,,,5185,-0.32,-0.36,,,,,,,,
,,,,,,,,,5190,-0.3,-0.42,,,,,,,,
,,,,,,,,,5195,-0.25,-0.43,,,,,,,,
,,,,,,,,,5200,-0.2,-0.44,,,,,,,,
,,,,,,,,,5205,-0.22,-0.47,,,,,,,,
,,,,,,,,,5210,-0.2,-0.44,,,,,,,,
,,,,,,,,,5215,-0.17,-0.41,,,,,,,,
,,,,,,,,,5220,-0.1,-0.45,,,,,,,,
,,,,,,,,,5225,-0.06,-0.42,,,,,,,,
,,,,,,,,,5230,-0.12,-0.45,,,,,,,,
,,,,,,,,,5235,-0.17,-0.48,,,,,,,,
,,,,,,,,,5240,-0.08,-0.42,,,,,,,,
,,,,,,,,,5245,-0.1,-0.44,,,,,,,,
,,,,,,,,,5250,-0.18,-0.38,,,,,,,,
,,,,,,,,,5255,-0.19,-0.33,,,,,,,,
,,,,,,,,,5260,-0.15,-0.36,,,,,,,,
,,,,,,,,,5265,-0.16,-0.36,,,,,,,,
,,,,,,,,,5270,-0.15,-0.39,,,,,,,,
,,,,,,,,,5275,-0.17,-0.46,,,,,,,,
,,,,,,,,,5280,-0.17,-0.42,,,,,,,,
,,,,,,,,,5285,-0.07,-0.46,,,,,,,,
,,,,,,,,,5290,-0.03,-0.44,,,,,,,,
,,,,,,,,,5295,-0.05,-0.42,,,,,,,,
,,,,,,,,,5300,-0.11,-0.45,,,,,,,,
,,,,,,,,,5305,-0.1,-0.48,,,,,,,,
,,,,,,,,,5310,-0.09,-0.45,,,,,,,,
,,,,,,,,,5315,-0.04,-0.49,,,,,,,,
,,,,,,,,,5320,-0.06,-0.44,,,,,,,,
,,,,,,,,,5325,-0.1,-0.44,,,,,,,,
,,,,,,,,,5330,-0.07,-0.41,,,,,,,,
,,,,,,,,,5335,-0.1,-0.39,,,,,,,,
,,,,,,,,,5340,-0.22,-0.4,,,,,,,,
,,,,,,,,,5345,-0.19,-0.45,,,,,,,,
,,,,,,,,,5350,-0.15,-0.42,,,,,,,,
,,,,,,,,,5355,-0.15,-0.47,,,,,,,,
,,,,,,,,,5360,-0.2,-0.48,,,,,,,,
,,,,,,,,,5365,-0.2,-0.5,,,,,,,,
,,,,,,,,,5370,-0.22,-0.52,,,,,,,,
,,,,,,,,,5375,-0.16,-0.49,,,,,,,,
,,,,,,,,,5380,-0.11,-0.5,,,,,,,,
,,,,,,,,,5385,-0.12,-0.52,,,,,,,,
,,,,,,,,,5390,-0.11,-0.44,,,,,,,,
,,,,,,,,,5395,-0.08,-0.43,,,,,,,,
,,,,,,,,,5400,-0.17,-0.4,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,SD5650,NIST,3/12/26,,,,,,,,
,,,,,,,,,Frequency,Efficiency,Efficiency,,,,,,,,
,,,,,,,,,(Mhz),(dB),(dB),,,,,,,,
,,,,,,,,,5405,-0.48,-0.73,,,,,,,,
,,,,,,,,,5410,-0.47,-0.73,,,,,,,,
,,,,,,,,,5415,-0.52,-0.74,,,,,,,,
,,,,,,,,,5420,-0.57,-0.76,,,,,,,,
,,,,,,,,,5425,-0.56,-0.79,,,,,,,,
,,,,,,,,,5430,-0.56,-0.8,,,,,,,,
,,,,,,,,,5435,-0.56,-0.8,,,,,,,,
,,,,,,,,,5440,-0.58,-0.77,,,,,,,,
,,,,,,,,,5445,-0.59,-0.77,,,,,,,,
,,,,,,,,,5450,-0.56,-0.75,,,,,,,,
,,,,,,,,,5455,-0.55,-0.76,,,,,,,,
,,,,,,,,,5460,-0.61,-0.75,,,,,,,,
,,,,,,,,,5465,-0.55,-0.72,,,,,,,,
,,,,,,,,,5470,-0.53,-0.67,,,,,,,,
,,,,,,,,,5475,-0.48,-0.62,,,,,,,,
,,,,,,,,,5480,-0.51,-0.57,,,,,,,,
,,,,,,,,,5485,-0.56,-0.52,,,,,,,,
,,,,,,,,,5490,-0.6,-0.45,,,,,,,,
,,,,,,,,,5495,-0.57,-0.43,,,,,,,,
,,,,,,,,,5500,-0.59,-0.42,,,,,,,,
,,,,,,,,,5505,-0.64,-0.47,,,,,,,,
,,,,,,,,,5510,-0.59,-0.47,,,,,,,,
,,,,,,,,,5515,-0.57,-0.53,,,,,,,,
,,,,,,,,,5520,-0.54,-0.55,,,,,,,,
,,,,,,,,,5525,-0.51,-0.55,,,,,,,,
,,,,,,,,,5530,-0.49,-0.59,,,,,,,,
,,,,,,,,,5535,-0.45,-0.55,,,,,,,,
,,,,,,,,,5540,-0.42,-0.59,,,,,,,,
,,,,,,,,,5545,-0.44,-0.59,,,,,,,,
,,,,,,,,,5550,-0.46,-0.56,,,,,,,,
,,,,,,,,,5555,-0.46,-0.57,,,,,,,,
,,,,,,,,,5560,-0.41,-0.54,,,,,,,,
,,,,,,,,,5565,-0.42,-0.51,,,,,,,,
,,,,,,,,,5570,-0.41,-0.56,,,,,,,,
,,,,,,,,,5575,-0.43,-0.56,,,,,,,,
,,,,,,,,,5580,-0.41,-0.61,,,,,,,,
,,,,,,,,,5585,-0.37,-0.65,,,,,,,,
,,,,,,,,,5590,-0.42,-0.64,,,,,,,,
,,,,,,,,,5595,-0.51,-0.65,,,,,,,,
,,,,,,,,,5600,-0.45,-0.66,,,,,,,,
,,,,,,,,,5605,-0.47,-0.6,,,,,,,,
,,,,,,,,,5610,-0.46,-0.65,,,,,,,,
,,,,,,,,,5615,-0.46,-0.59,,,,,,,,
,,,,,,,,,5620,-0.41,-0.6,,,,,,,,
,,,,,,,,,5625,-0.38,-0.59,,,,,,,,
,,,,,,,,,5630,-0.28,-0.56,,,,,,,,
,,,,,,,,,5635,-0.32,-0.52,,,,,,,,
,,,,,,,,,5640,-0.3,-0.53,,,,,,,,
,,,,,,,,,5645,-0.29,-0.51,,,,,,,,
,,,,,,,,,5650,-0.29,-0.56,,,,,,,,
,,,,,,,,,5655,-0.3,-0.58,,,,,,,,
,,,,,,,,,5660,-0.32,-0.57,,,,,,,,
,,,,,,,,,5665,-0.4,-0.57,,,,,,,,
,,,,,,,,,5670,-0.35,-0.58,,,,,,,,
,,,,,,,,,5675,-0.39,-0.56,,,,,,,,
,,,,,,,,,5680,-0.42,-0.61,,,,,,,,
,,,,,,,,,5685,-0.48,-0.57,,,,,,,,
,,,,,,,,,5690,-0.41,-0.6,,,,,,,,
,,,,,,,,,5695,-0.46,-0.61,,,,,,,,
,,,,,,,,,5700,-0.44,-0.56,,,,,,,,
,,,,,,,,,5705,-0.47,-0.52,,,,,,,,
,,,,,,,,,5710,-0.48,-0.51,,,,,,,,
,,,,,,,,,5715,-0.42,-0.46,,,,,,,,
,,,,,,,,,5720,-0.32,-0.47,,,,,,,,
,,,,,,,,,5725,-0.35,-0.42,,,,,,,,
,,,,,,,,,5730,-0.34,-0.46,,,,,,,,
,,,,,,,,,5735,-0.33,-0.47,,,,,,,,
,,,,,,,,,5740,-0.32,-0.44,,,,,,,,
,,,,,,,,,5745,-0.33,-0.42,,,,,,,,
,,,,,,,,,5750,-0.33,-0.44,,,,,,,,
,,,,,,,,,5755,-0.41,-0.43,,,,,,,,
,,,,,,,,,5760,-0.41,-0.43,,,,,,,,
,,,,,,,,,5765,-0.45,-0.4,,,,,,,,
,,,,,,,,,5770,-0.56,-0.43,,,,,,,,
,,,,,,,,,5775,-0.43,-0.45,,,,,,,,
,,,,,,,,,5780,-0.46,-0.43,,,,,,,,
,,,,,,,,,5785,-0.46,-0.37,,,,,,,,
,,,,,,,,,5790,-0.49,-0.45,,,,,,,,
,,,,,,,,,5795,-0.47,-0.47,,,,,,,,
,,,,,,,,,5800,-0.59,-0.49,,,,,,,,
,,,,,,,,,5805,-0.49,-0.53,,,,,,,,
,,,,,,,,,5810,-0.5,-0.57,,,,,,,,
,,,,,,,,,5815,-0.46,-0.6,,,,,,,,
,,,,,,,,,5820,-0.48,-0.6,,,,,,,,
,,,,,,,,,5825,-0.44,-0.57,,,,,,,,
,,,,,,,,,5830,-0.47,-0.61,,,,,,,,
,,,,,,,,,5835,-0.46,-0.57,,,,,,,,
,,,,,,,,,5840,-0.46,-0.56,,,,,,,,
,,,,,,,,,5845,-0.47,-0.55,,,,,,,,
,,,,,,,,,5850,-0.4,-0.55,,,,,,,,
,,,,,,,,,5855,-0.44,-0.58,,,,,,,,
,,,,,,,,,5860,-0.57,-0.57,,,,,,,,
,,,,,,,,,5865,-0.55,-0.59,,,,,,,,
,,,,,,,,,5870,-0.52,-0.57,,,,,,,,
,,,,,,,,,5875,-0.54,-0.57,,,,,,,,
,,,,,,,,,5880,-0.58,-0.56,,,,,,,,
,,,,,,,,,5885,-0.51,-0.57,,,,,,,,
,,,,,,,,,5890,-0.7,-0.56,,,,,,,,
,,,,,,,,,5895,-0.68,-0.59,,,,,,,,
,,,,,,,,,5900,-0.71,-0.59,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,WD6000,NIST,3/12/26,,,,,,,,
,,,,,,,,,Frequency,Efficiency,Efficiency,,,,,,,,
,,,,,,,,,(Mhz),(dB),(dB),,,,,,,,
,,,,,,,,,6000,-0.54,-0.37,,,,,,,,
,,,,,,,,,6010,-0.56,-0.36,,,,,,,,
,,,,,,,,,6020,-0.57,-0.34,,,,,,,,
,,,,,,,,,6030,-0.57,-0.37,,,,,,,,
,,,,,,,,,6040,-0.58,-0.37,,,,,,,,
,,,,,,,,,6050,-0.59,-0.37,,,,,,,,
,,,,,,,,,6060,-0.6,-0.32,,,,,,,,
,,,,,,,,,6070,-0.63,-0.34,,,,,,,,
,,,,,,,,,6080,-0.65,-0.35,,,,,,,,
,,,,,,,,,6090,-0.67,-0.36,,,,,,,,
,,,,,,,,,6100,-0.68,-0.39,,,,,,,,
,,,,,,,,,6110,-0.69,-0.38,,,,,,,,
,,,,,,,,,6120,-0.7,-0.39,,,,,,,,
,,,,,,,,,6130,-0.71,-0.37,,,,,,,,
,,,,,,,,,6140,-0.73,-0.41,,,,,,,,
,,,,,,,,,6150,-0.74,-0.38,,,,,,,,
,,,,,,,,,6160,-0.74,-0.35,,,,,,,,
,,,,,,,,,6170,-0.73,-0.34,,,,,,,,
,,,,,,,,,6180,-0.72,-0.36,,,,,,,,
,,,,,,,,,6190,-0.7,-0.36,,,,,,,,
,,,,,,,,,6200,-0.68,-0.32,,,,,,,,
,,,,,,,,,6210,-0.67,-0.3,,,,,,,,
,,,,,,,,,6220,-0.66,-0.26,,,,,,,,
,,,,,,,,,6230,-0.65,-0.28,,,,,,,,
,,,,,,,,,6240,-0.63,-0.31,,,,,,,,
,,,,,,,,,6250,-0.61,-0.33,,,,,,,,
,,,,,,,,,6260,-0.59,-0.31,,,,,,,,
,,,,,,,,,6270,-0.57,-0.29,,,,,,,,
,,,,,,,,,6280,-0.55,-0.26,,,,,,,,
,,,,,,,,,6290,-0.54,-0.22,,,,,,,,
,,,,,,,,,6300,-0.53,-0.19,,,,,,,,
,,,,,,,,,6310,-0.53,-0.17,,,,,,,,
,,,,,,,,,6320,-0.54,-0.17,,,,,,,,
,,,,,,,,,6330,-0.54,-0.15,,,,,,,,
,,,,,,,,,6340,-0.54,-0.16,,,,,,,,
,,,,,,,,,6350,-0.55,-0.17,,,,,,,,
,,,,,,,,,6360,-0.55,-0.17,,,,,,,,
,,,,,,,,,6370,-0.57,-0.19,,,,,,,,
,,,,,,,,,6380,-0.58,-0.21,,,,,,,,
,,,,,,,,,6390,-0.6,-0.2,,,,,,,,
,,,,,,,,,6400,-0.61,-0.19,,,,,,,,
,,,,,,,,,6410,-0.63,-0.19,,,,,,,,
,,,,,,,,,6420,-0.63,-0.19,,,,,,,,
,,,,,,,,,6430,-0.64,-0.15,,,,,,,,
,,,,,,,,,6440,-0.65,-0.13,,,,,,,,
,,,,,,,,,6450,-0.66,-0.16,,,,,,,,
,,,,,,,,,6460,-0.67,-0.17,,,,,,,,
,,,,,,,,,6470,-0.68,-0.19,,,,,,,,
,,,,,,,,,6480,-0.68,-0.21,,,,,,,,
,,,,,,,,,6490,-0.68,-0.21,,,,,,,,
,,,,,,,,,6500,-0.68,-0.19,,,,,,,,
,,,,,,,,,6510,-0.68,-0.17,,,,,,,,
,,,,,,,,,6520,-0.68,-0.18,,,,,,,,
,,,,,,,,,6530,-0.68,-0.17,,,,,,,,
,,,,,,,,,6540,-0.67,-0.17,,,,,,,,
,,,,,,,,,6550,-0.67,-0.17,,,,,,,,
,,,,,,,,,6560,-0.65,-0.19,,,,,,,,
,,,,,,,,,6570,-0.63,-0.17,,,,,,,,
,,,,,,,,,6580,-0.63,-0.16,,,,,,,,
,,,,,,,,,6590,-0.61,-0.15,,,,,,,,
,,,,,,,,,6600,-0.61,-0.15,,,,,,,,
,,,,,,,,,6610,-0.61,-0.17,,,,,,,,
,,,,,,,,,6620,-0.6,-0.17,,,,,,,,
,,,,,,,,,6630,-0.61,-0.22,,,,,,,,
,,,,,,,,,6640,-0.59,-0.2,,,,,,,,
,,,,,,,,,6650,-0.58,-0.18,,,,,,,,
,,,,,,,,,6660,-0.57,-0.15,,,,,,,,
,,,,,,,,,6670,-0.56,-0.17,,,,,,,,
,,,,,,,,,6680,-0.56,-0.17,,,,,,,,
,,,,,,,,,6690,-0.55,-0.19,,,,,,,,
,,,,,,,,,6700,-0.55,-0.2,,,,,,,,
,,,,,,,,,6710,-0.55,-0.17,,,,,,,,
,,,,,,,,,6720,-0.54,-0.18,,,,,,,,
,,,,,,,,,6730,-0.54,-0.16,,,,,,,,
,,,,,,,,,6740,-0.54,-0.17,,,,,,,,
,,,,,,,,,6750,-0.55,-0.2,,,,,,,,
,,,,,,,,,6760,-0.56,-0.22,,,,,,,,
,,,,,,,,,6770,-0.57,-0.22,,,,,,,,
,,,,,,,,,6780,-0.58,-0.19,,,,,,,,
,,,,,,,,,6790,-0.58,-0.17,,,,,,,,
,,,,,,,,,6800,-0.58,-0.17,,,,,,,,
,,,,,,,,,6810,-0.58,-0.18,,,,,,,,
,,,,,,,,,6820,-0.58,-0.16,,,,,,,,
,,,,,,,,,6830,-0.59,-0.19,,,,,,,,
,,,,,,,,,6840,-0.6,-0.19,,,,,,,,
,,,,,,,,,6850,-0.61,-0.21,,,,,,,,
,,,,,,,,,6860,-0.6,-0.19,,,,,,,,
,,,,,,,,,6870,-0.59,-0.2,,,,,,,,
,,,,,,,,,6880,-0.58,-0.18,,,,,,,,
,,,,,,,,,6890,-0.57,-0.12,,,,,,,,
,,,,,,,,,6900,-0.56,-0.13,,,,,,,,
,,,,,,,,,6910,-0.54,-0.14,,,,,,,,
,,,,,,,,,6920,-0.53,-0.2,,,,,,,,
,,,,,,,,,6930,-0.52,-0.2,,,,,,,,
,,,,,,,,,6940,-0.5,-0.2,,,,,,,,
,,,,,,,,,6950,-0.48,-0.19,,,,,,,,
,,,,,,,,,6960,-0.46,-0.16,,,,,,,,
,,,,,,,,,6970,-0.46,-0.17,,,,,,,,
,,,,,,,,,6980,-0.45,-0.14,,,,,,,,
,,,,,,,,,6990,-0.46,-0.19,,,,,,,,
,,,,,,,,,7000,-0.48,-0.19,,,,,,,,
,,,,,,,,,7010,-0.49,-0.22,,,,,,,,
,,,,,,,,,7020,-0.51,-0.23,,,,,,,,
,,,,,,,,,7030,-0.51,-0.23,,,,,,,,
,,,,,,,,,7040,-0.53,-0.23,,,,,,,,
,,,,,,,,,7050,-0.53,-0.22,,,,,,,,
,,,,,,,,,7060,-0.54,-0.19,,,,,,,,
,,,,,,,,,7070,-0.55,-0.17,,,,,,,,
,,,,,,,,,7080,-0.55,-0.18,,,,,,,,
,,,,,,,,,7090,-0.56,-0.18,,,,,,,,
,,,,,,,,,7100,-0.56,-0.19,,,,,,,,
,,,,,,,,,7110,-0.55,-0.17,,,,,,,,
,,,,,,,,,7120,-0.54,-0.18,,,,,,,,
,,,,,,,,,7130,-0.52,-0.14,,,,,,,,
,,,,,,,,,7140,-0.5,-0.14,,,,,,,,
,,,,,,,,,7150,-0.48,-0.15,,,,,,,,
,,,,,,,,,7160,-0.46,-0.15,,,,,,,,
,,,,,,,,,7170,-0.44,-0.17,,,,,,,,
,,,,,,,,,7180,-0.42,-0.12,,,,,,,,
,,,,,,,,,7190,-0.41,-0.14,,,,,,,,
,,,,,,,,,7200,-0.39,-0.11,,,,,,,,
,,,,,,,,,7210,-0.39,-0.13,,,,,,,,
,,,,,,,,,7220,-0.39,-0.13,,,,,,,,
,,,,,,,,,7230,-0.39,-0.11,,,,,,,,
,,,,,,,,,7240,-0.39,-0.17,,,,,,,,
,,,,,,,,,7250,-0.4,-0.16,,,,,,,,
,,,,,,,,,7260,-0.41,-0.19,,,,,,,,
,,,,,,,,,7270,-0.42,-0.16,,,,,,,,
,,,,,,,,,7280,-0.43,-0.15,,,,,,,,
,,,,,,,,,7290,-0.45,-0.14,,,,,,,,
,,,,,,,,,7300,-0.46,-0.15,,,,,,,,
,,,,,,,,,7310,-0.47,-0.16,,,,,,,,
,,,,,,,,,7320,-0.48,-0.18,,,,,,,,
,,,,,,,,,7330,-0.48,-0.22,,,,,,,,
,,,,,,,,,7340,-0.49,-0.22,,,,,,,,
,,,,,,,,,7350,-0.49,-0.2,,,,,,,,
,,,,,,,,,7360,-0.49,-0.15,,,,,,,,
,,,,,,,,,7370,-0.49,-0.15,,,,,,,,
,,,,,,,,,7380,-0.49,-0.17,,,,,,,,
,,,,,,,,,7390,-0.48,-0.21,,,,,,,,
,,,,,,,,,7400,-0.47,-0.19,,,,,,,,
,,,,,,,,,7410,-0.46,-0.2,,,,,,,,
,,,,,,,,,7420,-0.44,-0.16,,,,,,,,
,,,,,,,,,7430,-0.43,-0.16,,,,,,,,
,,,,,,,,,7440,-0.41,-0.18,,,,,,,,
,,,,,,,,,7450,-0.4,-0.12,,,,,,,,
,,,,,,,,,7460,-0.39,-0.14,,,,,,,,
,,,,,,,,,7470,-0.38,-0.11,,,,,,,,
,,,,,,,,,7480,-0.38,-0.14,,,,,,,,
,,,,,,,,,7490,-0.37,-0.14,,,,,,,,
,,,,,,,,,7500,-0.37,-0.13,,,,,,,,
,,,,,,,,,7510,-0.37,-0.12,,,,,,,,
,,,,,,,,,7520,-0.36,-0.11,,,,,,,,
,,,,,,,,,7530,-0.36,-0.12,,,,,,,,
,,,,,,,,,7540,-0.36,-0.1,,,,,,,,
,,,,,,,,,7550,-0.35,-0.1,,,,,,,,
,,,,,,,,,7560,-0.36,-0.12,,,,,,,,
,,,,,,,,,7570,-0.35,-0.12,,,,,,,,
,,,,,,,,,7580,-0.36,-0.14,,,,,,,,
,,,,,,,,,7590,-0.37,-0.12,,,,,,,,
,,,,,,,,,7600,-0.38,-0.11,,,,,,,,
,,,,,,,,,7610,-0.39,-0.1,,,,,,,,
,,,,,,,,,7620,-0.4,-0.11,,,,,,,,
,,,,,,,,,7630,-0.42,-0.11,,,,,,,,
,,,,,,,,,7640,-0.43,-0.14,,,,,,,,
,,,,,,,,,7650,-0.45,-0.17,,,,,,,,
,,,,,,,,,7660,-0.45,-0.18,,,,,,,,
,,,,,,,,,7670,-0.46,-0.17,,,,,,,,
,,,,,,,,,7680,-0.46,-0.17,,,,,,,,
,,,,,,,,,7690,-0.46,-0.12,,,,,,,,
,,,,,,,,,7700,-0.46,-0.11,,,,,,,,
,,,,,,,,,7710,-0.46,-0.13,,,,,,,,
,,,,,,,,,7720,-0.45,-0.15,,,,,,,,
,,,,,,,,,7730,-0.44,-0.16,,,,,,,,
,,,,,,,,,7740,-0.42,-0.15,,,,,,,,
,,,,,,,,,7750,-0.41,-0.17,,,,,,,,
,,,,,,,,,7760,-0.4,-0.16,,,,,,,,
,,,,,,,,,7770,-0.38,-0.15,,,,,,,,
,,,,,,,,,7780,-0.37,-0.14,,,,,,,,
,,,,,,,,,7790,-0.36,-0.12,,,,,,,,
,,,,,,,,,7800,-0.36,-0.13,,,,,,,,
,,,,,,,,,7810,-0.35,-0.15,,,,,,,,
,,,,,,,,,7820,-0.35,-0.19,,,,,,,,
,,,,,,,,,7830,-0.35,-0.18,,,,,,,,
,,,,,,,,,7840,-0.34,-0.14,,,,,,,,
,,,,,,,,,7850,-0.34,-0.12,,,,,,,,
,,,,,,,,,7860,-0.35,-0.12,,,,,,,,
,,,,,,,,,7870,-0.35,-0.12,,,,,,,,
,,,,,,,,,7880,-0.34,-0.15,,,,,,,,
,,,,,,,,,7890,-0.33,-0.16,,,,,,,,
,,,,,,,,,7900,-0.32,-0.18,,,,,,,,
,,,,,,,,,7910,-0.29,-0.18,,,,,,,,
,,,,,,,,,7920,-0.28,-0.15,,,,,,,,
,,,,,,,,,7930,-0.26,-0.12,,,,,,,,
,,,,,,,,,7940,-0.25,-0.1,,,,,,,,
,,,,,,,,,7950,-0.25,-0.12,,,,,,,,
,,,,,,,,,7960,-0.24,-0.16,,,,,,,,
,,,,,,,,,7970,-0.25,-0.17,,,,,,,,
,,,,,,,,,7980,-0.26,-0.17,,,,,,,,
,,,,,,,,,7990,-0.27,-0.14,,,,,,,,
,,,,,,,,,8000,-0.29,-0.11,,,,,,,,
